id	label	lay annotated to disease	lay not annotated to disease	clinical annotated to disease	clinical not annotated to disease	p-value	p-value-correct
MONDO:0009473	isotretinoin-like syndrome	77	4680	63	8739	1.0194471413892336e-06	0.011329116082258553
MONDO:0007765	hyperostosis cranialis interna (disease)	46	4711	27	8775	1.0208260369764342e-06	0.011344439748919114
MONDO:0016679	rare tumor of neuroepithelial tissue	127	4630	129	8673	1.0287475065644508e-06	0.011432471040450743
MONDO:0021193	neuroepithelial neoplasm	127	4630	129	8673	1.0287475065644508e-06	0.011432471040450743
MONDO:0019257	hemochromatosis type 2	45	4712	26	8776	1.0538021172972278e-06	0.011710902929524092
MONDO:0009094	Dermochondrocorneal dystrophy	35	4722	16	8786	1.0658871481224177e-06	0.011845203877084428
MONDO:0013588	Perrault syndrome 3	35	4722	16	8786	1.0658871481224177e-06	0.011845203877084428
MONDO:0018878	branchiootic syndrome	44	4713	25	8777	1.083443399212974e-06	0.01204030649545378
MONDO:0008968	cholestasis with gallstone, ataxia, and visual disturbance	44	4713	25	8777	1.083443399212974e-06	0.01204030649545378
MONDO:0014369	postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome	44	4713	25	8777	1.083443399212974e-06	0.01204030649545378
MONDO:0015026	cerebroretinal microangiopathy with calcifications and cysts 2;	44	4713	25	8777	1.083443399212974e-06	0.01204030649545378
MONDO:0054549	peroxisome biogenesis disorder 10b	44	4713	25	8777	1.083443399212974e-06	0.01204030649545378
MONDO:0018995	Charcot-Marie-tooth disease type 4	107	4650	102	8700	1.0900010844925273e-06	0.012113182051965456
MONDO:0012072	familial partial lipodystrophy, Kobberling type	55	4702	37	8765	1.0973352211902726e-06	0.0121946863130875
MONDO:0015090	autosomal recessive pure spastic paraplegia	55	4702	37	8765	1.0973352211902726e-06	0.0121946863130875
MONDO:0012532	hereditary hemorrhagic telangiectasia type 4	55	4702	37	8765	1.0973352211902726e-06	0.0121946863130875
MONDO:0014431	LIPE-related familial partial lipodystrophy	55	4702	37	8765	1.0973352211902726e-06	0.0121946863130875
MONDO:0007120	aniridia-absent patella syndrome	36	4721	17	8785	1.1027787782044036e-06	0.012255180562185537
MONDO:0007389	spondylocostal dysostosis 5	36	4721	17	8785	1.1027787782044036e-06	0.012255180562185537
MONDO:0008009	monilethrix	36	4721	17	8785	1.1027787782044036e-06	0.012255180562185537
MONDO:0009353	homocystinuria due to methylene tetrahydrofolate reductase deficiency	36	4721	17	8785	1.1027787782044036e-06	0.012255180562185537
MONDO:0011155	vacuolar Neuromyopathy	36	4721	17	8785	1.1027787782044036e-06	0.012255180562185537
MONDO:0014874	pontocerebellar hypoplasia, type 2F; PCH2F	36	4721	17	8785	1.1027787782044036e-06	0.012255180562185537
MONDO:0009208	Faciothoracogenital syndrome	43	4714	24	8778	1.1089932504421194e-06	0.012324241992163273
MONDO:0012997	cholestasis-pigmentary retinopathy-cleft palate syndrome	76	4681	62	8740	1.1161687474738148e-06	0.012403983290676504
MONDO:0014106	hypogonadotropic hypogonadism 20 with or without anosmia	37	4720	18	8784	1.1293185647367945e-06	0.012550117209919998
MONDO:0008297	variegate porphyria	37	4720	18	8784	1.1293185647367945e-06	0.012550117209919998
MONDO:0008917	heart defects-limb shortening syndrome	37	4720	18	8784	1.1293185647367945e-06	0.012550117209919998
MONDO:0009429	hypophosphatemia, renal, with intracerebral calcifications	37	4720	18	8784	1.1293185647367945e-06	0.012550117209919998
MONDO:0011449	Salla disease	37	4720	18	8784	1.1293185647367945e-06	0.012550117209919998
MONDO:0024486	familial chronic mucocutaneous candidiasis	42	4715	23	8779	1.1296433856050309e-06	0.012553726944228709
MONDO:0010929	craniosynostosis 4	42	4715	23	8779	1.1296433856050309e-06	0.012553726944228709
MONDO:0013795	fibrochondrogenesis 2	41	4716	22	8780	1.144544858359182e-06	0.01271932701094559
MONDO:0045046	inherited thyroid metabolism disease	40	4717	21	8781	1.1528238935579543e-06	0.012811331929109547
MONDO:0001328	thyroid hormone resistance syndrome	40	4717	21	8781	1.1528238935579543e-06	0.012811331929109547
MONDO:0009434	hypoproteinemia, hypercatabolic	40	4717	21	8781	1.1528238935579543e-06	0.012811331929109547
MONDO:0044996	cerebral cortex disease	61	4696	44	8758	1.1530750239929324e-06	0.012814122741633458
MONDO:0024238	cerebral degeneration	61	4696	44	8758	1.1530750239929324e-06	0.012814122741633458
MONDO:0012104	acquired partial lipodystrophy	61	4696	44	8758	1.1530750239929324e-06	0.012814122741633458
MONDO:0020089	acquired lipodystrophy	61	4696	44	8758	1.1530750239929324e-06	0.012814122741633458
MONDO:0015855	isolated congenital breast hypoplasia/aplasia	27	4730	9	8793	1.172412504745231e-06	0.013029020165233753
MONDO:0013704	MRT30	27	4730	9	8793	1.172412504745231e-06	0.013029020165233753
MONDO:0018727	immunodeficiency due to a complement regulatory deficiency	66	4691	50	8752	1.1993796930612028e-06	0.013328706528989147
MONDO:0008294	acute intermittent porphyria	66	4691	50	8752	1.1993796930612028e-06	0.013328706528989147
MONDO:0008491	stiff-person syndrome	53	4704	35	8767	1.2406460040287056e-06	0.013787299042771005
MONDO:0024456	anterior segment dysgenesis 3	53	4704	35	8767	1.2406460040287056e-06	0.013787299042771005
MONDO:0013656	intellectual disability, autosomal dominant 9	53	4704	35	8767	1.2406460040287056e-06	0.013787299042771005
MONDO:0010788	Leber hereditary optic neuropathy	65	4692	49	8753	1.3014487774426177e-06	0.01446300026371981
MONDO:0013255	arthrogryposis, renal dysfunction, and cholestasis 2	65	4692	49	8753	1.3014487774426177e-06	0.01446300026371981
MONDO:0014358	AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome	59	4698	42	8760	1.336872524966253e-06	0.014856664369949969
MONDO:0010387	invasive pneumococcal disease, recurrent isolated, 2	28	4729	10	8792	1.3590217290156514e-06	0.015102808474550934
MONDO:0000049	invasive pneumococcal disease, recurrent isolated	28	4729	10	8792	1.3590217290156514e-06	0.015102808474550934
MONDO:0014587	congenital myasthenic syndrome 9	28	4729	10	8792	1.3590217290156514e-06	0.015102808474550934
MONDO:0007799	hypophosphatemic bone disease	23	4734	6	8796	1.3746848865717036e-06	0.015276873144471343
MONDO:0009707	myopathy with giant abnormal mitochondria	17	4740	2	8800	1.3913353492491392e-06	0.015461909736205684
MONDO:0011906	congenital bile acid synthesis defect 1	51	4706	33	8769	1.3922814819688611e-06	0.015472424109119953
MONDO:0001115	familial polycythemia	50	4707	32	8770	1.4702952271680963e-06	0.016339390859519055
MONDO:0013877	mitochondrial pyruvate carrier deficiency	50	4707	32	8770	1.4702952271680963e-06	0.016339390859519055
MONDO:0014024	hereditary spastic paraplegia 43	50	4707	32	8770	1.4702952271680963e-06	0.016339390859519055
MONDO:0014371	early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome	50	4707	32	8770	1.4702952271680963e-06	0.016339390859519055
MONDO:0009279	triple-A syndrome	88	4669	78	8724	1.4881747101704122e-06	0.01653808555412379
MONDO:0010322	MRX2	29	4728	11	8791	1.5329455628735316e-06	0.017035624040213557
MONDO:0049222	intellectual disability, x-linked 107	29	4728	11	8791	1.5329455628735316e-06	0.017035624040213557
MONDO:0002300	dermis tumor	84	4673	73	8729	1.5593862069417803e-06	0.017329458917744005
MONDO:0014754	primary coenzyme Q10 deficiency 8	48	4709	30	8772	1.628085278677143e-06	0.01809291170193909
MONDO:0010145	tibia, absence of, with congenital deafness	20	4737	4	8798	1.6389466558230384e-06	0.018213614186161426
MONDO:0008856	immunodeficiency 27A	56	4701	39	8763	1.655197128827596e-06	0.018394205692661075
MONDO:0005089	sarcoma	62	4695	46	8756	1.656027122420548e-06	0.01840342941145955
MONDO:0024457	neurodegeneration with brain iron accumulation 2A	62	4695	46	8756	1.656027122420548e-06	0.01840342941145955
MONDO:0007495	dystonia 5	67	4690	52	8750	1.6666956242569825e-06	0.018521988472367846
MONDO:0008466	Karsch-Neugebauer syndrome	30	4727	12	8790	1.6900468265923585e-06	0.01878149038392088
MONDO:0008864	Biemond syndrome type 2	30	4727	12	8790	1.6900468265923585e-06	0.01878149038392088
MONDO:0011439	spinocerebellar ataxia type 12	47	4710	29	8773	1.7064968721936162e-06	0.018964299740687657
MONDO:0012664	spastic ataxia 3	47	4710	29	8773	1.7064968721936162e-06	0.018964299740687657
MONDO:0013558	Hermansky-Pudlak syndrome 6	47	4710	29	8773	1.7064968721936162e-06	0.018964299740687657
MONDO:0014692	retinitis pigmentosa 74	47	4710	29	8773	1.7064968721936162e-06	0.018964299740687657
MONDO:0008296	familial porphyria cutanea tarda	24	4733	7	8795	1.7628709711241828e-06	0.019590785102103044
MONDO:0013774	trigonocephaly 2	24	4733	7	8795	1.7628709711241828e-06	0.019590785102103044
MONDO:0015912	MYH-9 related disease	55	4702	38	8764	1.7729129909766424e-06	0.019702382068723427
MONDO:0008842	ataxia with oculomotor apraxia type 1	55	4702	38	8764	1.7729129909766424e-06	0.019702382068723427
MONDO:0020340	bilateral perisylvian polymicrogyria	55	4702	38	8764	1.7729129909766424e-06	0.019702382068723427
MONDO:0011296	Meckel syndrome, type 2	55	4702	38	8764	1.7729129909766424e-06	0.019702382068723427
MONDO:0017686	inborn aminoacylase deficiency	75	4682	62	8740	1.778863231649261e-06	0.01976850709331824
MONDO:0015130	acquired chronic primary adrenal insufficiency	96	4661	89	8713	1.7804315166203215e-06	0.01978593544420163
MONDO:0009410	Addison disease	96	4661	89	8713	1.7804315166203215e-06	0.01978593544420163
MONDO:0004670	lupus erythematosus	46	4711	28	8774	1.7834807597731479e-06	0.019819821683358992
MONDO:0014547	combined oxidative phosphorylation defect type 24	61	4696	45	8757	1.7918487718680257e-06	0.01991281540176937
MONDO:0008766	amaurosis-hypertrichosis syndrome	31	4726	13	8789	1.8274916238812837e-06	0.020308914416192706
MONDO:0008774	2-aminoadipic 2-oxoadipic aciduria	31	4726	13	8789	1.8274916238812837e-06	0.020308914416192706
MONDO:0010318	FG syndrome 4	31	4726	13	8789	1.8274916238812837e-06	0.020308914416192706
MONDO:0011564	cone-rod dystrophy 8	31	4726	13	8789	1.8274916238812837e-06	0.020308914416192706
MONDO:0014532	autosomal dominant mitochondrial myopathy with exercise intolerance	31	4726	13	8789	1.8274916238812837e-06	0.020308914416192706
MONDO:0056797	neurodevelopmental disorder with midbrain and hindbrain malformations	45	4712	27	8775	1.8580487634387463e-06	0.02064849590809479
MONDO:0010327	HSD10 disease	54	4703	37	8765	1.8963724254042384e-06	0.021074386763517302
MONDO:0008733	familial glucocorticoid deficiency	44	4713	26	8776	1.9290776560529744e-06	0.021437839991716705
MONDO:0011631	hemochromatosis type 4	44	4713	26	8776	1.9290776560529744e-06	0.021437839991716705
MONDO:0014474	autosomal recessive limb-girdle muscular dystrophy type 2U	32	4725	14	8788	1.943610551819612e-06	0.02159934406237135
MONDO:0014806	spinal muscular atrophy with congenital bone fractures 1	65	4692	50	8752	1.974002615869276e-06	0.021937091070155262
MONDO:0017773	hypoalphalipoproteinemia	85	4672	75	8727	1.9905262143100304e-06	0.022120717819627368
MONDO:0005277	migraine disorder	43	4714	25	8777	1.9953055651004284e-06	0.02217383074496106
MONDO:0009395	hyperostosis corticalis generalisata	43	4714	25	8777	1.9953055651004284e-06	0.02217383074496106
MONDO:0010334	severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome	53	4704	36	8766	2.0254293942366104e-06	0.02250859685815145
MONDO:0013987	combined oxidative phosphorylation defect type 15	53	4704	36	8766	2.0254293942366104e-06	0.02250859685815145
MONDO:0014304	hereditary spastic paraplegia 61	33	4724	15	8787	2.0377230197520553e-06	0.02264521591850459
MONDO:0014714	progressive microcephaly-seizures-cortical blindness-developmental delay syndrome	33	4724	15	8787	2.0377230197520553e-06	0.02264521591850459
MONDO:0009836	pancreatitis, sclerosing cholangitis, and sicca complex	42	4715	24	8778	2.0553320033661234e-06	0.022840904553407728
MONDO:0012643	hereditary spastic paraplegia 32	42	4715	24	8778	2.0553320033661234e-06	0.022840904553407728
MONDO:0008641	retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations	69	4688	55	8747	2.0873913452388976e-06	0.023197180019639867
MONDO:0100014	autoimmune retinopathy	69	4688	55	8747	2.0873913452388976e-06	0.023197180019639867
MONDO:0044765	steroid-resistant nephrotic syndrome	69	4688	55	8747	2.0873913452388976e-06	0.023197180019639867
MONDO:0000209	prenatal-onset spinal muscular atrophy with congenital bone fractures	69	4688	55	8747	2.0873913452388976e-06	0.023197180019639867
MONDO:0007311	Charcot-Marie-tooth disease type 1E	41	4716	23	8779	2.107622810723623e-06	0.023422012295571625
MONDO:0008145	Ollier disease	41	4716	23	8779	2.107622810723623e-06	0.023422012295571625
MONDO:0007496	dystonia 12	34	4723	16	8786	2.1099513382193947e-06	0.023447889221632132
MONDO:0009708	myopathy, myosin storage, autosomal recessive	34	4723	16	8786	2.1099513382193947e-06	0.023447889221632132
MONDO:0014127	oculocutaneous albinism type 5	34	4723	16	8786	2.1099513382193947e-06	0.023447889221632132
MONDO:0007959	medulloblastoma	77	4680	65	8737	2.12981545072795e-06	0.02366863910393971
MONDO:0002913	cerebellar neoplasm	77	4680	65	8737	2.12981545072795e-06	0.02366863910393971
MONDO:0009653	mucolipidosis type IV	77	4680	65	8737	2.12981545072795e-06	0.02366863910393971
MONDO:0013208	cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome	77	4680	65	8737	2.12981545072795e-06	0.02366863910393971
MONDO:0017766	disorder of manganese transport	77	4680	65	8737	2.12981545072795e-06	0.02366863910393971
MONDO:0007036	Achard syndrome	25	4732	8	8794	2.1538191363620083e-06	0.023935392062391
MONDO:0008719	acrorenal syndrome, autosomal recessive	25	4732	8	8794	2.1538191363620083e-06	0.023935392062391
MONDO:0010054	spinal muscular atrophy with mental retardation	25	4732	8	8794	2.1538191363620083e-06	0.023935392062391
MONDO:0013711	peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome	25	4732	8	8794	2.1538191363620083e-06	0.023935392062391
MONDO:0054752	multiple synostoses syndrome 4	25	4732	8	8794	2.1538191363620083e-06	0.023935392062391
MONDO:0007291	familial cerebral cavernous malformation	52	4705	35	8767	2.1598456315113065e-06	0.02400236450298515
MONDO:0000820	cerebral cavernous malformation	52	4705	35	8767	2.1598456315113065e-06	0.02400236450298515
MONDO:0008557	Paris-Trousseau thrombocytopenia	35	4722	17	8785	2.1610415387954104e-06	0.024015654620633396
MONDO:0008558	autoimmune thrombocytopenic purpura	35	4722	17	8785	2.1610415387954104e-06	0.024015654620633396
MONDO:0004680	primary thrombocytopenia	35	4722	17	8785	2.1610415387954104e-06	0.024015654620633396
MONDO:0017626	familial primary hypomagnesemia with normocalcuria	35	4722	17	8785	2.1610415387954104e-06	0.024015654620633396
MONDO:0011581	dilated cardiomyopathy with woolly hair and keratoderma	39	4718	21	8781	2.182269222835961e-06	0.024251557873376038
MONDO:0012608	autosomal recessive lower motor neuron disease with childhood onset	39	4718	21	8781	2.182269222835961e-06	0.024251557873376038
MONDO:0016116	generalized bulbospinal muscular atrophy	39	4718	21	8781	2.182269222835961e-06	0.024251557873376038
MONDO:0009524	intellectual disability-spasticity-ectrodactyly syndrome	36	4721	18	8784	2.19220071434745e-06	0.024361926538543213
MONDO:0012410	Finnish upper limb-onset distal myopathy	36	4721	18	8784	2.19220071434745e-06	0.024361926538543213
MONDO:0012215	myofibrillar myopathy 3	38	4719	20	8782	2.2010343057613496e-06	0.02446009423992588
MONDO:0014640	FTDALS3	38	4719	20	8782	2.2010343057613496e-06	0.02446009423992588
MONDO:0014641	FTDALS4	38	4719	20	8782	2.2010343057613496e-06	0.02446009423992588
MONDO:0007714	migraine, familial hemiplegic, 1	37	4720	19	8783	2.2049556646656876e-06	0.024503672301429788
MONDO:0014107	hypogonadotropic hypogonadism 21 with or without anosmia	37	4720	19	8783	2.2049556646656876e-06	0.024503672301429788
MONDO:0010709	early-onset parkinsonism-intellectual disability syndrome	37	4720	19	8783	2.2049556646656876e-06	0.024503672301429788
MONDO:0009169	endocardial fibroelastosis	51	4706	34	8768	2.2992750988013836e-06	0.025551844172979777
MONDO:0016338	non-familial dilated cardiomyopathy	51	4706	34	8768	2.2992750988013836e-06	0.025551844172979777
MONDO:0000470	endocardium disease	51	4706	34	8768	2.2992750988013836e-06	0.025551844172979777
MONDO:0011769	familial aortic dissection	63	4694	48	8754	2.3327901538908797e-06	0.025924296980189346
MONDO:0054865	encephalopathy due to defective mitochondrial and peroxisomal fission	63	4694	48	8754	2.3327901538908797e-06	0.025924296980189346
MONDO:0007212	brachydactyly-long thumb syndrome	21	4736	5	8797	2.358531701497255e-06	0.026210362798738996
MONDO:0008142	Thiemann disease, familial form	21	4736	5	8797	2.358531701497255e-06	0.026210362798738996
MONDO:0010344	intellectual disability, X-linked 45	21	4736	5	8797	2.358531701497255e-06	0.026210362798738996
MONDO:0013037	Giacheti syndrome	21	4736	5	8797	2.358531701497255e-06	0.026210362798738996
MONDO:0013686	distal myopathy, Tateyama type	21	4736	5	8797	2.358531701497255e-06	0.026210362798738996
MONDO:0013986	combined oxidative phosphorylation defect type 14	50	4707	33	8769	2.4432469273948705e-06	0.027151803104139196
MONDO:0013766	familial cold autoinflammatory syndrome 3	26	4731	9	8793	2.5319195526816324e-06	0.02813722198895098
MONDO:0025513	autoimmune urticaria	26	4731	9	8793	2.5319195526816324e-06	0.02813722198895098
MONDO:0016764	isolated anophthalmia-microphthalmia syndrome	62	4695	47	8755	2.5336411381468625e-06	0.028156353968226085
MONDO:0006040	lactic acidosis	62	4695	47	8755	2.5336411381468625e-06	0.028156353968226085
MONDO:0007256	hepatocellular carcinoma	75	4682	63	8739	2.5677852365078217e-06	0.028535797333311422
MONDO:0020090	male infertility due to gonadal dysgenesis	75	4682	63	8739	2.5677852365078217e-06	0.028535797333311422
MONDO:0016502	Hermansky-Pudlak syndrome without pulmonary fibrosis	49	4708	32	8770	2.5911468966808954e-06	0.02879541546281479
MONDO:0002408	hereditary hyperbilirubinemia	56	4701	40	8762	2.6224526214324305e-06	0.0291433159819786
MONDO:0024288	hyperbilirubinemia	56	4701	40	8762	2.6224526214324305e-06	0.0291433159819786
MONDO:0009413	immunodeficiency, common variable, 2	56	4701	40	8762	2.6224526214324305e-06	0.0291433159819786
MONDO:0008728	classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency	104	4653	101	8701	2.6387407764314747e-06	0.02932432624848298
MONDO:0012937	Diamond-Blackfan anemia 6	61	4696	46	8756	2.7499939103523006e-06	0.030560682325745117
MONDO:0045032	congenital secretory diarrhea	74	4683	62	8740	2.818656804667796e-06	0.03132373307027322
MONDO:0000249	secretory diarrhea	74	4683	62	8740	2.818656804667796e-06	0.03132373307027322
MONDO:0009643	sulfite oxidase deficiency due to molybdenum cofactor deficiency type A	74	4683	62	8740	2.818656804667796e-06	0.03132373307027322
MONDO:0024552	linear skin defects with multiple congenital anomalies 1	74	4683	62	8740	2.818656804667796e-06	0.03132373307027322
MONDO:0007050	acromegaloid changes, cutis verticis gyrata, and corneal leukoma	27	4730	10	8792	2.8846494519591337e-06	0.03205710935962185
MONDO:0007336	isolated cleft palate	27	4730	10	8792	2.8846494519591337e-06	0.03205710935962185
MONDO:0007774	hyperreflexia (disease)	27	4730	10	8792	2.8846494519591337e-06	0.03205710935962185
MONDO:0009331	isolated hemihyperplasia	47	4710	30	8772	2.8954372860381527e-06	0.03217699455974199
MONDO:0014712	Senior-Loken syndrome 9; SLSN9	47	4710	30	8772	2.8954372860381527e-06	0.03217699455974199
MONDO:0014827	autosomal recessive spastic paraplegia type 76	47	4710	30	8772	2.8954372860381527e-06	0.03217699455974199
MONDO:0018963	hereditary methemoglobinemia	46	4711	29	8773	3.0496984161482163e-06	0.03389129849865513
MONDO:0001117	methemoglobinemia	46	4711	29	8773	3.0496984161482163e-06	0.03389129849865513
MONDO:0011690	Camurati-Engelmann disease, type 2	46	4711	29	8773	3.0496984161482163e-06	0.03389129849865513
MONDO:0019351	isolated spina bifida	84	4673	75	8727	3.0619258477698527e-06	0.034027181946266374
MONDO:0008449	spina bifida (disease)	84	4673	75	8727	3.0619258477698527e-06	0.034027181946266374
MONDO:0017670	autosomal dominant diffuse mutilating palmoplantar keratoderma	69	4688	56	8746	3.071993867784272e-06	0.03413906785268661
MONDO:0012652	autosomal recessive limb-girdle muscular dystrophy type 2L	69	4688	56	8746	3.071993867784272e-06	0.03413906785268661
MONDO:0015076	rare parathyroid tumor	143	4614	156	8646	3.108459384545452e-06	0.03454430914045361
MONDO:0021360	tumor of parathyroid gland	143	4614	156	8646	3.108459384545452e-06	0.03454430914045361
MONDO:0007342	clubfoot	22	4735	6	8796	3.1354205039077585e-06	0.03484392805992692
MONDO:0010289	intellectual disability, X-linked 72	22	4735	6	8796	3.1354205039077585e-06	0.03484392805992692
MONDO:0014430	intellectual disability, autosomal recessive 45	22	4735	6	8796	3.1354205039077585e-06	0.03484392805992692
MONDO:0014977	autosomal recessive limb-girdle muscular dystrophy type 2Z	22	4735	6	8796	3.1354205039077585e-06	0.03484392805992692
MONDO:0011869	epidermolysis bullosa simplex superficialis	22	4735	6	8796	3.1354205039077585e-06	0.03484392805992692
MONDO:0007798	adult hypophosphatasia	28	4729	11	8791	3.2027283330019533e-06	0.035591919964650706
MONDO:0008197	parietal foramina 1	28	4729	11	8791	3.2027283330019533e-06	0.035591919964650706
MONDO:0011038	cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome	45	4712	28	8774	3.203585288099618e-06	0.035601443306651055
MONDO:0009529	pyruvate dehydrogenase E3 deficiency	64	4693	50	8752	3.2282517515905425e-06	0.0358755617154257
MONDO:0011865	COL4A1-related familial vascular leukoencephalopathy	53	4704	37	8765	3.2539203284037865e-06	0.036160816609551276
MONDO:0002691	liver cancer	76	4681	65	8737	3.3432856369347955e-06	0.037153933283256384
MONDO:0018531	carcinoma of liver and intrahepatic biliary tract	76	4681	65	8737	3.3432856369347955e-06	0.037153933283256384
MONDO:0018532	adenocarcinoma of liver and intrahepatic biliary tract	76	4681	65	8737	3.3432856369347955e-06	0.037153933283256384
MONDO:0007928	Fechtner syndrome	44	4713	27	8775	3.355452608126338e-06	0.037289144834107994
MONDO:0008820	arthrogryposis, distal, with hypopituitarism, mental retardation, and facial anomalies	44	4713	27	8775	3.355452608126338e-06	0.037289144834107994
MONDO:0012279	congenital muscular dystrophy merosin-positive	44	4713	27	8775	3.355452608126338e-06	0.037289144834107994
MONDO:0014736	Charcot-Marie-tooth disease axonal type 2Z	44	4713	27	8775	3.355452608126338e-06	0.037289144834107994
MONDO:0000903	myoclonus-dystonia syndrome	29	4728	12	8790	3.479934422964605e-06	0.03867251124240566
MONDO:0008198	parietal foramina with cleidocranial dysplasia	29	4728	12	8790	3.479934422964605e-06	0.03867251124240566
MONDO:0009158	Ehlers-Danlos syndrome, fibronectinemic type	29	4728	12	8790	3.479934422964605e-06	0.03867251124240566
MONDO:0011744	primary intraosseous venous malformation	29	4728	12	8790	3.479934422964605e-06	0.03867251124240566
MONDO:0016223	infantile hemangioma of rare localization	29	4728	12	8790	3.479934422964605e-06	0.03867251124240566
MONDO:0012397	brachydactyly, coloboma, and anterior segment dysgenesis	29	4728	12	8790	3.479934422964605e-06	0.03867251124240566
MONDO:0012939	Diamond-Blackfan anemia 8	29	4728	12	8790	3.479934422964605e-06	0.03867251124240566
MONDO:0014261	growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome	29	4728	12	8790	3.479934422964605e-06	0.03867251124240566
MONDO:0007203	blue rubber bleb nevus	52	4705	36	8766	3.4875784268555627e-06	0.03875745905764587
MONDO:0014288	Joubert syndrome 21	58	4699	43	8759	3.501269270241793e-06	0.03890960540019705
MONDO:0014076	dyskeratosis congenita, autosomal recessive 5	43	4714	26	8776	3.5033853009214895e-06	0.03893312084914051
MONDO:0007654	genu valgum, st. Helena familial	16	4741	2	8800	3.568065297883015e-06	0.03965190965537394
MONDO:0010541	X-linked calvarial hyperostosis	16	4741	2	8800	3.568065297883015e-06	0.03965190965537394
MONDO:0007422	keratoderma hereditarium mutilans	42	4715	25	8777	3.64518110820584e-06	0.040508897655491496
MONDO:0008858	Behr syndrome	42	4715	25	8777	3.64518110820584e-06	0.040508897655491496
MONDO:0011216	hemochromatosis type 2A	42	4715	25	8777	3.64518110820584e-06	0.040508897655491496
MONDO:0007159	arthrogryposis-like hand anomaly-sensorineural deafness syndrome	30	4727	13	8789	3.7127346063475846e-06	0.041259619680340705
MONDO:0007871	familial congenital nasolacrimal duct obstruction	30	4727	13	8789	3.7127346063475846e-06	0.041259619680340705
MONDO:0010364	X-linked intellectual disability-retinitis pigmentosa syndrome	30	4727	13	8789	3.7127346063475846e-06	0.041259619680340705
MONDO:0007922	lymphedema-distichiasis syndrome	71	4686	59	8743	3.7234752056505664e-06	0.041378979960394746
MONDO:0008819	arteriosclerosis, severe juvenile	51	4706	35	8767	3.7326477376462145e-06	0.04148091430846238
MONDO:0010794	NARP syndrome	62	4695	48	8754	3.830888144237837e-06	0.04257265994691508
MONDO:0012078	Joubert syndrome 3	62	4695	48	8754	3.830888144237837e-06	0.04257265994691508
MONDO:0007052	growth hormone secreting pituitary adenoma 1	85	4672	77	8725	3.848427771163174e-06	0.04276757782093635
MONDO:0019927	growth hormone-producing pituitary gland neoplasm	85	4672	77	8725	3.848427771163174e-06	0.04276757782093635
MONDO:0006238	growth hormone-producing pituitary gland adenoma	85	4672	77	8725	3.848427771163174e-06	0.04276757782093635
MONDO:0008711	Goodman syndrome	31	4726	14	8788	3.89983408687791e-06	0.04333885620747422
MONDO:0009673	intermediate spinal muscular atrophy	31	4726	14	8788	3.89983408687791e-06	0.04333885620747422
MONDO:0018101	familial primary hypomagnesemia with normocalciuria and normocalcemia	31	4726	14	8788	3.89983408687791e-06	0.04333885620747422
MONDO:0012165	BNAR syndrome	40	4717	23	8779	3.900046246095818e-06	0.043341213932862825
MONDO:0014679	polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	40	4717	23	8779	3.900046246095818e-06	0.043341213932862825
MONDO:0000155	triglyceride storage disease	19	4738	4	8798	3.922869515379877e-06	0.04359484892441658
MONDO:0011202	RHYNS syndrome	50	4707	34	8768	3.98878434725234e-06	0.044327360451015256
MONDO:0012453	hereditary spastic paraplegia 31	50	4707	34	8768	3.98878434725234e-06	0.044327360451015256
MONDO:0008265	isolated polycystic liver disease	39	4718	22	8780	4.00719503394852e-06	0.0445319584122699
MONDO:0000447	congenital polycystic liver disease	39	4718	22	8780	4.00719503394852e-06	0.0445319584122699
MONDO:0009083	conductive deafness-malformed external ear syndrome	39	4718	22	8780	4.00719503394852e-06	0.0445319584122699
MONDO:0010684	X-linked myopathy with excessive autophagy	39	4718	22	8780	4.00719503394852e-06	0.0445319584122699
MONDO:0012856	Birk-Barel syndrome	39	4718	22	8780	4.00719503394852e-06	0.0445319584122699
MONDO:0014432	Bardet-Biedl syndrome 2	39	4718	22	8780	4.00719503394852e-06	0.0445319584122699
MONDO:0024355	respiratory tract infectious disease	74	4683	63	8739	4.040001636566796e-06	0.04489653818716681
MONDO:0002429	idiopathic interstitial pneumonia	74	4683	63	8739	4.040001636566796e-06	0.04489653818716681
MONDO:0005249	pneumonia	74	4683	63	8739	4.040001636566796e-06	0.04489653818716681
MONDO:0001256	arteriovenous hemangioma/malformation	32	4725	15	8787	4.041714459837997e-06	0.044915572792179656
MONDO:0016234	rare arteriovenous malformation	32	4725	15	8787	4.041714459837997e-06	0.044915572792179656
MONDO:0019800	chronic hepatic porphyria	32	4725	15	8787	4.041714459837997e-06	0.044915572792179656
MONDO:0015104	porphyria cutanea tarda	32	4725	15	8787	4.041714459837997e-06	0.044915572792179656
